Student,English,Mathematics,Science
207500,59,51,41
207501,57,51,42
207502,66,88,77
207503,64,88,78
207504,66,64,66
207505,60,36,57
207506,52,69,45
207507,58,73,62
207508,47,49,33
207509,59,40,40
207510,66,53,40
207511,57,48,38
207512,66,51,50
207513,56,32,35
207514,72,64,73
207515,55,35,39
207516,68,56,48
207517,51,48,38
207518,53,60,59
207519,69,86,67
207520,63,70,62
207521,51,40,32
207522,52,47,52
207523,52,45,35
207524,68,51,54
207525,64,68,68
207526,62,59,48
207527,56,59,38
207528,70,91,79
207529,63,45,50
207530,56,60,48
207531,60,77,69
207532,58,47,47
207533,63,81,69
207534,63,53,59
207535,61,68,61
207536,60,71,58
207537,54,47,42
207538,69,84,73
207539,67,90,72
207540,58,51,38
207541,72,66,66
207542,71,75,77
207543,65,57,40
207544,64,40,38
207545,62,60,42
207546,50,44,35
207547,57,52,43
207548,67,82,80
207549,68,54,56
207550,66,60,58
207551,59,50,59
207552,53,53,46
207553,67,71,64
207554,65,50,39
207555,72,85,80
207556,69,75,66
207557,59,47,42
207558,52,65,72
207559,49,29,36
207560,61,83,72
207561,61,64,54
207562,53,67,53
207563,67,85,63
207564,55,49,37
207565,66,71,64
207566,51,48,35
207567,75,93,90
207568,62,84,83
207569,59,74,55
207570,50,30,18
207571,66,60,59
207572,45,43,36
207573,55,56,48
207574,56,72,64
207575,46,41,37
207576,55,84,69
207577,57,44,39
207578,67,50,53
207579,58,48,38
207580,74,68,68
207581,47,43,36
207582,58,64,47
207583,54,45,41
207584,65,68,70
207585,51,41,31
207586,63,54,45
207587,67,80,58
207588,44,35,33
207589,52,38,35
207590,60,70,51
207591,48,48,38
207592,57,56,48
207593,58,66,53
207594,57,55,52
207595,68,96,89
207596,67,50,64
207597,56,51,33
207598,51,43,38
207599,59,93,74
207600,46,39,40
207601,54,45,50
207602,43,50,36
207603,58,35,49
207604,58,55,40
207605,52,58,49
207606,55,53,55
207607,55,52,52
207608,67,82,88
207609,53,46,40
207610,49,56,45
207611,50,38,31
207612,48,51,39
207613,53,39,32
207614,62,44,47
207615,56,35,36
207616,56,30,35
207617,55,38,45
207618,70,78,73
207619,60,54,51
207620,67,58,54
207621,57,66,63
207622,44,40,27
207623,42,39,35
207624,59,51,44
207625,69,83,84
207626,48,62,48
207627,59,60,69
207628,56,38,36
207629,57,55,62
207630,47,41,36
207631,62,58,52
207632,67,68,77
207633,62,58,65
207634,61,57,54
207635,0,0,0
207636,73,86,75
207637,51,68,64
207638,60,48,41
207639,58,74,67
207640,56,48,45
207641,47,48,44
207642,70,85,87
207643,58,70,64
207644,56,61,50
207645,60,48,59
207646,53,69,46
207647,62,52,48
207648,73,91,84
207649,51,41,40
207650,53,50,40
207651,63,42,51
207652,47,40,35
207653,56,60,55
207654,53,35,53
207655,56,63,70
207656,51,48,41
207657,49,35,38
207658,61,61,54
207659,49,48,40
207660,45,32,28
207661,49,46,33
207662,48,33,29
207663,59,58,52
207664,57,43,47
207665,53,40,33
207666,52,55,48
207667,52,48,55
207668,54,40,36
207669,52,41,33
207670,54,37,41
207671,50,32,39
207672,60,50,62
207673,66,58,65
207674,62,53,42
207675,53,48,40
207676,50,43,45
207677,53,55,38
207678,58,43,43
207679,55,55,50
207680,60,52,58
207681,48,42,33
207682,49,35,35
207683,63,44,56
207684,55,53,40
207685,44,33,31
207686,0,0,0
207687,45,47,37
207688,47,45,44
207689,51,43,37
207690,46,33,35
207691,47,38,33
207692,46,53,38
207693,63,68,71
207694,50,49,44
207695,52,42,37
207696,61,46,39
207697,65,68,69
207698,57,56,61
207699,68,50,55
207700,52,51,41
207701,51,58,51
207702,61,66,64
207703,47,45,37
207704,53,37,37
207705,68,58,80
207706,62,44,43
207707,62,57,64
207708,59,49,45
207709,45,37,27
207710,60,56,44
207711,60,38,45
207712,51,62,58
207713,48,63,53
207714,48,41,39
207715,60,62,68
207716,51,39,51
207717,49,43,40
207718,52,35,31
207719,50,43,38
207720,42,40,35
207721,53,40,44
207722,69,83,78
207723,64,70,70
207724,43,40,35
207725,55,32,53
207726,52,43,45
207727,53,46,40
207728,56,56,52
207729,56,76,59
207730,58,45,41
207731,54,42,40
207732,54,61,62
207733,49,45,50
207734,43,36,31
207735,48,45,36
207736,44,44,30
207737,49,39,35
207738,42,50,36
207739,48,41,40
207740,57,40,40
207741,51,49,38
207742,48,40,33
207743,55,28,37
207744,58,50,61
207745,54,63,58
207746,43,38,30
207747,45,38,42
207748,51,54,44
207749,62,52,61
207750,48,35,37
207751,53,47,43
207752,55,38,36
207753,0,0,0
207754,59,48,63
207755,48,66,43
207756,47,50,49
207757,39,42,33
207758,60,46,47
207759,45,50,45
207760,47,45,52
207761,55,40,52
207762,47,55,63
207763,49,55,49
207764,52,50,52
207765,51,64,67
207766,58,65,63
207767,50,36,46
207768,41,55,35
207769,50,52,49
207770,43,46,39
207771,66,68,78
207772,48,54,46
207773,43,51,43
207774,54,63,69
207775,57,56,58
207776,49,55,58
207777,51,45,41
207778,50,53,47
207779,43,40,35
207780,35,40,27
207781,40,35,35
207782,45,35,35
207783,51,60,61
207784,48,38,45
207785,54,78,55
207786,40,33,32
207787,53,50,58
207788,52,55,49
207789,47,63,54
207790,57,46,50
207791,57,59,51
207792,56,42,48
207793,53,50,50
207794,51,55,54
207795,42,32,36
207796,53,45,43
207797,58,65,69
207798,50,58,51
207799,56,58,67
207800,52,37,38
207801,57,42,51
207802,68,70,70
207803,50,66,62
207804,54,56,51
207805,46,35,30
207806,49,49,39
207807,49,42,46
207808,50,47,45
207809,52,41,36
207810,57,39,48
207811,49,47,54
207812,0,0,0
207813,40,44,41
207814,60,76,75
207815,47,52,43
207816,38,35,35
207817,51,46,52
207818,42,41,36
207819,58,44,37
207820,44,38,32
207821,41,41,41
207822,46,44,36
207823,41,30,26
207824,36,35,27
207825,50,48,39
207826,51,42,46
207827,52,43,38
207828,40,38,30
207829,46,32,33
207830,46,30,30
207831,53,33,37
207832,43,31,30
207833,47,47,40
207834,52,44,46
207835,43,33,31
207836,56,61,50
207837,42,31,35
207838,39,40,36
207839,40,30,27
207840,52,65,66
207841,56,47,63
207842,38,22,31
207843,47,33,32
207844,51,37,47
207845,35,33,31
207846,46,47,33
207847,60,55,61
207848,50,47,45
207849,55,51,78
207850,58,48,53
207851,51,54,47
207852,59,50,62
207853,52,75,72
207854,50,50,50
207855,61,51,58
207856,56,45,37
207857,52,49,48
207858,58,58,76
207859,44,40,40
207860,54,57,60
207861,63,82,78
207862,64,61,57
207863,49,54,61
207864,60,82,74
207865,59,70,79
207866,52,59,57
207867,48,68,61
207868,40,48,31
207869,60,50,53
207870,49,58,44
207871,51,62,56
207872,57,50,47
207873,46,44,49
207874,57,70,77
207875,49,48,33
207876,52,37,44
207877,51,54,47
207878,49,42,44
207879,44,37,35
207880,43,35,30
207881,53,44,40
207882,60,53,54
207883,55,63,56
207884,54,42,35
207885,56,48,46
207886,52,71,54
207887,59,82,70
207888,45,45,41
207889,56,68,66
207890,52,62,63
207891,48,49,39
207892,63,69,62
207893,38,35,33
207894,55,53,48
207895,52,43,40
207896,65,58,66
207897,57,77,53
207898,48,59,46
207899,60,86,59
207900,56,59,37
207901,50,62,61
207902,56,78,52
207903,56,80,53
207904,0,0,0
207905,44,47,32
207906,43,31,29
207907,42,35,30
207908,48,44,31
207909,45,69,45
207910,71,90,75
207911,49,71,42
207912,52,63,45
207913,40,38,27
207914,53,65,60
207915,51,55,41
207916,58,79,57
207917,53,66,55
207918,50,66,45
207919,54,65,50
207920,66,93,86
207921,43,46,33
207922,44,42,35
207923,41,53,35
207924,42,50,35
207925,67,70,66
207926,48,54,32
207927,0,0,0
207928,58,55,40
207929,43,50,31
207930,56,52,39
207931,47,57,35
207932,47,50,33
207933,55,56,39
207934,55,60,47
207935,56,57,45
207936,53,47,45
207937,63,64,46
207938,48,50,35
207939,46,50,32
207940,47,68,40
207941,57,60,46
207942,48,58,42
207943,57,61,31
207944,48,55,35
207945,54,44,35
207946,53,40,32
207947,47,33,37
207948,57,48,47
207949,51,45,54
207950,68,62,67
207951,56,62,54
207952,56,54,51
207953,45,52,62
207954,59,69,61
207955,55,43,39
207956,52,58,54
207957,44,47,38
207958,50,37,37
207959,61,65,75
207960,45,44,49
207961,43,40,38
207962,46,41,30
207963,60,65,72
207964,40,41,32
207965,54,72,71
207966,74,57,60
207967,50,35,45
207968,56,42,39
207969,59,44,39
207970,50,55,39
207971,52,58,51
207972,61,38,42
207973,59,65,64
207974,46,39,44
207975,58,57,61
207976,51,44,47
207977,50,45,37
207978,58,71,54
207979,48,48,38
207980,52,56,43
207981,58,60,64
207982,52,56,39
207983,45,42,39
207984,53,55,38
207985,50,30,33
207986,54,73,77
207987,51,32,48
207988,44,55,51
207989,50,71,74
207990,44,42,40
207991,54,50,57
207992,53,51,57
207993,54,61,56
207994,47,45,52
207995,54,43,47
207996,50,52,49
207997,45,58,53
207998,44,46,45
207999,52,61,58
208000,0,0,0
208001,44,38,40
208002,47,55,37
208003,65,74,78
208004,55,74,67
208005,55,81,80
208006,55,75,78
208007,48,52,60
208008,44,43,30
208009,43,75,48
208010,51,52,46
208011,59,70,71
208012,65,95,94
208013,58,58,61
208014,43,38,39
208015,56,53,55
208016,49,33,31
208017,43,45,40
208018,41,57,40
208019,55,58,56
208020,45,45,39
208021,52,85,63
208022,63,68,64
208023,65,78,76
208024,47,53,45
208025,48,49,46
208026,48,64,59
208027,57,59,57
208028,57,58,61
208029,48,49,36
208030,40,52,32
208031,56,80,81
208032,60,60,68
208033,59,89,78
208034,53,68,46
208035,48,55,43
208036,44,48,33
208037,55,64,61
208038,51,48,47
208039,48,48,40
208040,54,61,43
208041,64,79,72
208042,65,48,59
208043,45,38,38
208044,71,90,86
208045,70,80,82
208046,55,49,48
208047,43,47,40
208048,57,51,59
208049,49,45,43
208050,59,80,77
208051,50,49,45
208052,69,70,68
208053,44,37,28
208054,43,36,30
208055,49,57,39
208056,51,51,36
208057,48,42,46
208058,43,42,35
208059,50,48,35
208060,59,54,67
208061,52,50,48
208062,50,30,33
208063,49,53,52
208064,43,39,33
208065,53,47,45
208066,61,78,71
208067,52,52,44
208068,49,42,37
208069,50,43,35
208070,53,40,33
208071,44,31,44
208072,47,41,42
208073,40,33,32
208074,0,0,0
208075,52,68,71
208076,44,38,32
208077,57,47,53
208078,42,37,35
208079,41,26,29
208080,55,67,61
208081,0,0,0
208082,56,45,46
208083,44,47,42
208084,52,28,35
208085,0,0,0
208086,44,53,44
208087,66,87,74
208088,48,42,36
208089,38,31,37
208090,41,38,38
208091,57,51,64
208092,52,49,56
208093,66,39,57
208094,54,47,59
208095,43,45,39
208096,54,45,49
208097,55,61,49
208098,67,39,47
208099,61,56,59
208100,65,91,77
208101,48,31,46
208102,44,45,46
208103,52,52,41
208104,50,55,64
208105,42,38,35
208106,51,47,52
208107,52,69,68
208108,54,63,63
208109,51,61,56
208110,70,84,83
208111,46,33,32
208112,56,74,72
208113,0,0,0
208114,63,82,72
208115,51,38,35
208116,50,50,49
208117,0,0,0
208118,65,70,78
208119,47,33,36
208120,53,53,39
208121,49,33,35
208122,54,76,70
208123,0,0,0
208124,0,0,0
208125,0,0,0
208126,45,43,31
208127,62,69,65
208128,51,63,45
208129,48,49,36
208130,43,47,42
208131,54,58,46
208132,46,70,55
208133,53,63,54
208134,43,52,38
208135,64,70,76
208136,61,64,58
208137,55,65,57
208138,53,57,56
208139,38,44,38
208140,47,45,54
208141,47,55,44
208142,60,86,71
208143,44,44,39
208144,54,74,70
208145,51,59,64
208146,46,50,46
208147,48,53,37
208148,52,68,64
208149,52,48,44
208150,47,55,39
208151,51,71,71
208152,50,60,43
208153,48,38,30
208154,48,56,42
208155,58,63,56
208156,45,63,50
208157,48,40,38
208158,50,64,53
208159,48,58,45
208160,50,42,35
208161,38,58,47
208162,39,39,35
208163,45,49,40
208164,45,55,51
208165,44,36,37
208166,45,61,56
208167,46,42,35
208168,48,85,83
208169,40,46,37
208170,51,61,65
208171,43,57,40
208172,45,49,52
208173,44,38,35
208174,47,52,71
208175,40,51,36
208176,0,0,0
208177,44,41,37
208178,50,80,76
208179,43,54,38
208180,49,67,57
208181,50,48,39
208182,36,45,30
208183,57,73,50
208184,46,46,36
208185,64,94,79
208186,45,48,29
208187,44,65,52
208188,46,46,36
208189,67,82,84
208190,56,90,73
208191,45,62,54
208192,62,82,81
208193,56,73,65
208194,46,48,38
208195,55,44,45
208196,46,54,41
208197,46,48,39
208198,46,42,35
208199,45,44,38
208200,52,45,36
208201,51,64,48
208202,44,42,36
208203,49,52,40
208204,49,42,36
208205,58,73,72
208206,47,47,42
208207,49,51,54
208208,0,0,0
208209,48,31,28
208210,41,51,29
208211,64,57,61
208212,49,43,40
208213,44,37,35
208214,42,53,44
208215,45,51,42
208216,49,51,44
208217,50,42,35
208218,52,45,57
208219,37,43,31
208220,41,46,36
208221,50,65,70
208222,49,60,41
208223,50,60,44
208224,54,48,40
208225,0,0,0
208226,52,68,69
208227,36,52,39
208228,62,88,76
208229,48,55,47
208230,49,48,49
208231,0,0,0
208232,52,39,35
208233,46,58,49
208234,54,58,46
208235,49,43,39
208236,0,0,0
208237,48,56,41
208238,0,0,0
208239,0,0,0
208240,51,68,44
208241,47,45,38
208242,0,0,0
208243,44,50,36
208244,48,40,33
208245,61,68,61
208246,54,35,45
208247,51,42,40
208248,70,76,69
208249,71,88,79
208250,48,24,41
208251,55,47,57
208252,54,56,49
208253,63,60,63
208254,54,43,40
208255,46,71,56
208256,54,62,61
208257,50,52,46
208258,53,56,50
208259,52,61,47
208260,53,48,43
208261,48,50,35
208262,48,38,33
208263,65,61,54
208264,42,36,33
208265,56,55,49
208266,45,50,46
208267,45,40,40
208268,50,41,45
208269,57,47,38
208270,44,43,33
208271,58,43,46
208272,48,32,31
208273,42,32,28
208274,56,33,35
208275,58,53,33
208276,61,41,39
208277,44,47,35
208278,50,43,35
208279,35,40,33
208280,57,41,35
208281,55,62,55
208282,57,73,71
208283,58,41,37
208284,72,65,62
208285,50,39,35
208286,51,43,35
208287,51,68,74
208288,45,33,32
208289,42,50,37
208290,42,35,23
208291,60,82,75
208292,66,52,63
208293,49,49,37
208294,51,31,33
208295,44,45,39
208296,53,41,30
208297,76,85,85
208298,52,40,30
208299,55,46,43
208300,50,64,68
208301,49,57,35
208302,55,64,47
208303,60,80,66
208304,0,0,0
208305,61,64,63
208306,63,66,64
208307,44,55,43
208308,54,41,46
208309,58,47,40
208310,48,52,50
208311,50,46,38
208312,55,46,46
208313,59,35,41
208314,50,33,36
208315,54,53,45
208316,51,42,42
208317,46,54,41
208318,51,38,40
208319,52,50,43
208320,56,67,64
208321,49,36,37
208322,39,44,32
208323,57,41,39
208324,54,57,62
208325,65,80,78
208326,42,24,28
208327,55,60,56
208328,60,49,44
208329,61,45,45
208330,56,44,50
208331,52,33,33
208332,60,63,70
208333,53,35,38
208334,56,46,52
208335,45,39,37
208336,43,41,39
208337,38,35,35
208338,41,39,33
208339,46,43,36
208340,59,68,65
208341,40,35,32
208342,41,63,39
208343,0,0,0
208344,42,39,35
208345,44,46,41
208346,49,41,47
208347,55,82,61
208348,62,69,75
208349,73,52,74
208350,59,51,64
208351,63,35,49
208352,44,40,32
208353,48,49,40
208354,46,37,39
208355,50,49,54
208356,58,47,60
208357,47,43,38
208358,53,59,61
208359,46,46,41
208360,52,48,43
208361,61,73,68
208362,46,30,37
208363,57,47,54
208364,50,51,51
208365,52,46,54
208366,49,46,40
208367,49,74,75
208368,47,35,30
208369,52,50,54
208370,55,60,59
208371,61,55,58
208372,66,58,52
208373,50,49,49
208374,51,52,56
208375,54,47,57
208376,65,43,45
208377,59,75,83
208378,50,50,45
208379,50,54,59
208380,57,63,69
208381,51,47,46
208382,56,59,47
208383,64,70,63
208384,72,73,69
208385,58,49,56
208386,50,40,40
208387,50,60,50
208388,54,66,72
208389,50,45,35
208390,50,66,66
208391,51,35,41
208392,45,55,55
208393,49,38,38
208394,47,45,48
208395,61,59,65
208396,62,59,54
208397,47,35,35
208398,43,33,46
208399,45,42,36
208400,38,41,36
208401,56,59,65
208402,54,63,54
208403,57,55,64
208404,52,43,38
208405,43,39,30
208406,52,57,45
208407,51,63,57
208408,0,0,0
208409,52,58,40
208410,46,35,35
208411,51,48,41
208412,54,70,60
208413,64,54,57
208414,62,50,60
208415,49,38,33
208416,46,50,35
208417,56,60,54
208418,47,36,35
208419,67,55,55
208420,64,59,61
208421,75,80,86
208422,43,43,37
208423,43,38,32
208424,55,62,53
208425,46,58,37
208426,50,47,45
208427,59,62,52
208428,47,43,32
208429,52,65,41
208430,46,55,43
208431,65,83,75
208432,48,44,36
208433,54,56,40
208434,49,66,46
208435,73,83,88
208436,51,60,37
208437,62,69,54
208438,54,44,36
208439,54,57,44
208440,60,43,37
208441,64,61,58
208442,51,53,39
208443,54,54,41
208444,53,70,48
208445,61,60,57
208446,48,33,33
208447,53,36,35
208448,52,65,51
208449,67,68,64
208450,56,57,53
208451,43,53,36
208452,52,43,38
208453,52,53,39
208454,54,55,47
208455,50,66,38
208456,60,69,77
208457,50,48,37
208458,58,65,53
208459,58,44,43
208460,55,75,62
208461,65,65,75
208462,52,56,46
208463,55,49,54
208464,58,54,48
208465,52,57,54
208466,46,41,37
208467,49,42,33
208468,79,92,91
208469,45,42,35
208470,70,78,76
208471,54,48,30
208472,40,31,31
208473,70,65,64
208474,63,65,46
208475,56,50,35
208476,67,90,80
208477,60,73,70
208478,60,73,54
208479,64,67,64
208480,48,56,42
208481,65,68,62
208482,67,81,66
208483,63,70,64
208484,62,73,73
208485,50,39,35
208486,0,0,0
208487,70,53,39
208488,70,63,67
208489,69,74,76
208490,67,74,56
208491,48,50,40
208492,67,65,62
208493,54,63,59
208494,51,61,57
208495,46,69,45
208496,59,76,65
208497,54,63,62
208498,50,48,35
208499,42,42,35
208500,52,70,51
208501,45,54,35
208502,62,75,67
208503,52,49,46
208504,54,55,47
208505,45,36,31
208506,60,50,41
208507,48,52,37
208508,52,43,39
208509,54,45,44
208510,49,48,41
208511,68,82,82
208512,50,60,43
208513,56,76,68
208514,42,38,35
208515,49,45,31
208516,49,44,36
208517,46,62,40
208518,61,90,75
208519,44,38,31
208520,58,51,49
208521,47,47,39
208522,53,61,49
208523,47,42,33
208524,47,54,44
208525,62,55,45
208526,51,70,56
208527,77,90,88
208528,64,68,74
208529,46,48,42
208530,52,54,51
208531,46,33,30
208532,47,43,38
208533,53,62,49
208534,45,39,31
208535,48,52,35
208536,49,60,43
208537,49,45,35
208538,51,53,37
208539,54,57,45
208540,60,46,47
208541,50,46,42
208542,47,53,39
208543,54,78,52
208544,48,35,29
208545,43,41,35
208546,49,55,46
208547,49,45,37
208548,39,51,43
208549,46,57,37
208550,57,48,47
208551,47,43,33
208552,41,49,32
208553,52,55,49
208554,62,43,41
208555,54,45,39
208556,39,39,30
208557,56,88,72
208558,65,55,77
208559,49,43,41
208560,58,48,63
208561,49,52,42
208562,54,55,53
208563,47,35,57
208564,55,42,43
208565,51,56,52
208566,58,70,64
208567,53,40,37
208568,50,58,54
208569,49,57,45
208570,56,54,55
208571,48,54,48
208572,51,53,45
208573,41,50,35
208574,49,52,46
208575,69,69,69
208576,46,54,53
208577,46,40,35
208578,55,42,43
208579,55,78,62
208580,51,62,57
208581,54,45,58
208582,62,59,56
208583,61,45,46
208584,69,85,77
208585,58,48,49
208586,50,50,41
208587,51,62,55
208588,52,50,45
208589,65,54,53
208590,46,55,44
208591,45,68,42
208592,61,50,50
208593,46,59,60
208594,57,38,42
208595,52,44,43
208596,49,43,38
208597,58,77,73
208598,59,67,50
208599,65,79,80
208600,63,77,77
208601,52,60,69
208602,50,42,46
208603,51,49,60
208604,59,36,38
208605,53,57,51
208606,59,52,42
208607,45,52,50
208608,57,57,60
208609,56,45,51
208610,49,52,47
208611,63,55,46
208612,60,77,64
208613,51,52,55
208614,55,55,55
208615,55,49,49
208616,49,35,40
208617,49,50,41
208618,58,68,61
208619,61,57,72
208620,58,70,67
208621,49,72,61
208622,60,61,43
208623,52,50,46
208624,44,60,45
208625,48,47,40
208626,49,43,41
208627,49,41,41
208628,49,54,43
208629,50,49,44
208630,38,36,35
208631,44,64,49
208632,50,35,49
208633,47,43,38
208634,46,45,39
208635,52,38,36
208636,44,59,37
208637,49,53,44
208638,50,48,48
208639,46,60,46
208640,50,33,43
208641,55,50,42
208642,49,43,43
208643,43,48,38
208644,39,33,28
208645,54,28,40
208646,44,38,41
208647,49,45,35
208648,46,46,46
208649,44,40,36
208650,45,51,38
208651,53,41,35
208652,49,54,44
208653,46,45,37
208654,45,38,37
208655,47,52,36
208656,49,36,33
208657,53,35,43
208658,50,52,42
208659,52,43,40
208660,50,53,41
208661,56,50,59
208662,48,50,49
208663,45,51,44
208664,55,41,45
208665,46,79,46
208666,47,47,40
208667,62,74,74
208668,46,40,48
208669,55,39,45
208670,36,39,35
208671,49,40,39
208672,48,46,35
208673,52,68,54
208674,51,42,49
208675,48,43,50
208676,46,44,37
208677,58,52,54
208678,45,33,36
208679,60,63,71
208680,52,53,35
208681,50,56,46
208682,56,48,46
208683,51,41,40
208684,52,51,42
208685,48,51,40
208686,51,37,36
208687,46,45,41
208688,43,53,36
208689,50,36,37
208690,53,40,40
208691,54,35,41
208692,57,46,48
208693,49,40,38
208694,60,52,62
208695,54,47,40
208696,56,60,57
208697,57,50,44
208698,64,58,67
208699,44,36,35
208700,48,76,63
208701,56,37,35
208702,60,78,61
208703,68,88,79
208704,60,50,47
208705,57,40,40
208706,53,51,42
208707,0,0,0
208708,43,35,33
208709,55,53,44
208710,61,61,54
208711,51,41,39
208712,64,62,59
208713,58,46,39
208714,61,54,53
208715,56,41,40
208716,52,45,36
208717,58,55,50
208718,66,57,65
208719,68,68,81
208720,50,40,37
208721,53,61,51
208722,45,37,35
208723,62,56,73
208724,61,55,47
208725,70,76,78
208726,53,55,39
208727,58,43,44
208728,55,45,37
208729,51,45,35
208730,68,75,78
208731,67,67,72
208732,53,44,41
208733,54,40,46
208734,61,51,48
208735,0,0,0
208736,50,45,39
208737,55,65,58
208738,57,42,36
208739,60,56,49
208740,68,66,69
208741,58,39,39
208742,56,40,40
208743,50,47,36
208744,59,50,46
208745,58,37,45
208746,62,83,76
208747,48,44,41
208748,53,45,45
208749,49,55,36
208750,57,50,51
208751,46,35,39
208752,44,32,36
208753,61,75,65
208754,52,29,30
208755,0,0,0
208756,59,88,75
208757,0,0,0
208758,53,44,41
208759,51,65,50
208760,39,37,29
208761,46,41,31
208762,43,37,38
208763,52,47,35
208764,57,39,40
208765,49,55,35
208766,71,87,85
208767,79,92,88
208768,50,60,39
208769,54,68,69
208770,51,42,37
208771,59,57,50
208772,50,46,37
208773,77,93,86
208774,48,47,33
208775,55,40,44
208776,50,70,67
208777,63,77,78
208778,62,88,75
208779,62,70,64
208780,66,70,67
208781,50,53,35
208782,69,62,70
208783,65,83,67
208784,44,37,35
208785,44,48,36
208786,57,52,50
208787,48,41,37
208788,50,60,36
208789,42,39,33
208790,54,43,38
208791,46,53,38
208792,49,50,36
208793,47,42,32
208794,54,41,35
208795,49,48,41
208796,49,39,39
208797,51,44,41
208798,51,46,48
208799,52,48,47
208800,52,66,50
208801,51,46,35
208802,60,65,68
208803,50,54,58
208804,52,60,63
208805,40,42,31
208806,54,51,54
208807,49,37,39
208808,67,54,59
208809,60,44,59
208810,58,46,42
208811,47,45,33
208812,62,61,81
208813,56,61,58
208814,0,0,0
208815,51,35,35
208816,52,55,48
208817,72,75,91
208818,58,69,60
208819,62,42,51
208820,50,41,35
208821,48,41,38
208822,62,42,48
208823,66,63,66
208824,51,38,50
208825,50,41,40
208826,54,45,46
208827,57,37,51
208828,44,38,31
208829,46,44,40
208830,55,65,51
208831,49,48,44
208832,57,56,54
208833,40,37,35
208834,47,68,49
208835,54,76,62
208836,59,51,49
208837,41,39,30
208838,64,90,82
208839,63,93,83
208840,53,68,54
208841,49,53,48
208842,47,47,30
208843,44,36,39
208844,45,43,31
208845,56,59,48
208846,54,32,37
208847,36,40,25
208848,52,46,50
208849,52,58,48
208850,55,66,64
208851,49,41,39
208852,55,46,41
208853,52,53,44
208854,55,57,56
208855,53,63,54
208856,51,57,45
208857,63,58,67
208858,60,53,68
208859,57,55,64
208860,0,0,0
208861,43,44,37
208862,46,47,43
208863,46,37,36
208864,67,81,71
208865,50,54,52
208866,55,53,49
208867,53,53,59
208868,56,76,67
208869,58,70,64
208870,62,83,82
208871,54,76,62
208872,58,48,75
208873,46,64,48
208874,58,69,58
208875,50,61,67
208876,59,43,61
208877,50,54,44
208878,48,41,35
208879,54,51,48
208880,56,45,36
208881,49,55,52
208882,35,35,31
208883,53,50,53
208884,41,46,31
208885,48,55,46
208886,40,65,40
208887,48,47,38
208888,57,59,64
208889,61,79,84
208890,47,44,40
208891,50,61,63
208892,52,45,57
208893,68,62,57
208894,67,84,85
208895,53,45,46
208896,51,56,62
208897,55,73,64
208898,58,59,60
208899,59,73,62
208900,55,46,48
208901,62,61,48
208902,57,54,49
208903,62,56,63
208904,52,69,53
208905,50,45,43
208906,45,48,33
208907,0,0,0
208908,44,53,54
208909,0,0,0
208910,46,32,30
208911,42,26,27
208912,45,45,36
208913,35,28,32
208914,51,38,37
208915,39,30,33
208916,50,72,61
208917,45,78,59
208918,48,40,39
208919,47,46,36
208920,53,42,52
208921,46,37,33
208922,43,40,40
208923,40,28,27
208924,41,33,32
208925,45,35,35
208926,37,30,24
208927,45,48,35
208928,45,35,33
208929,42,38,35
208930,64,82,83
208931,45,55,38
208932,50,48,56
208933,56,58,51
208934,64,50,60
208935,64,88,74
208936,61,83,72
208937,51,58,74
208938,56,49,62
208939,63,83,68
208940,56,55,64
208941,40,36,32
208942,53,54,50
208943,52,31,35
208944,51,43,41
208945,50,51,38
208946,59,43,55
208947,60,54,63
208948,55,40,42
208949,57,68,62
208950,48,54,56
208951,53,63,75
208952,50,35,35
208953,43,35,32
208954,51,75,77
208955,58,60,65
208956,60,77,73
208957,51,29,32
208958,60,44,37
208959,51,48,37
208960,48,43,29
208961,44,56,45
208962,45,37,33
208963,46,38,31
208964,51,46,49
208965,54,58,39
208966,47,47,46
208967,43,32,38
208968,63,80,82
208969,46,25,27
208970,42,35,28
208971,53,78,48
208972,43,40,39
208973,42,38,37
208974,68,73,48
208975,48,55,36
208976,51,39,35
208977,38,39,27
208978,47,69,35
208979,67,85,86
208980,56,46,43
208981,40,37,30
208982,44,47,39
208983,0,0,0
208984,52,43,35
208985,66,95,84
208986,45,31,28
208987,62,73,63
208988,38,37,26
208989,58,78,77
208990,40,33,30
208991,44,38,29
208992,52,48,48
208993,40,42,31
208994,40,45,33
208995,56,60,66
208996,41,38,33
208997,48,49,48
208998,49,53,50
208999,49,35,42
209000,47,75,57
209001,46,54,40
209002,53,40,35
209003,46,48,48
209004,37,41,31
209005,0,0,0
209006,51,49,55
209007,51,60,44
209008,47,46,49
209009,49,58,44
209010,55,45,59
209011,46,45,47
209012,65,72,73
209013,63,45,44
209014,58,60,63
209015,45,44,35
209016,58,60,62
209017,42,35,29
209018,57,60,73
209019,37,25,25
209020,41,35,36
209021,47,33,36
209022,43,51,54
209023,49,41,50
209024,48,42,54
209025,54,52,48
209026,45,27,37
209027,50,35,31
209028,47,29,35
209029,54,36,39
209030,53,61,69
209031,58,28,37
209032,57,48,57
209033,52,58,59
209034,51,43,41
209035,47,28,30
209036,44,31,28
209037,41,39,36
209038,45,29,32
209039,51,40,39
209040,40,30,36
209041,66,76,78
209042,43,35,37
209043,67,75,73
209044,50,35,39
209045,42,46,41
209046,51,35,40
209047,42,44,42
209048,54,45,57
209049,51,33,33
209050,48,36,50
209051,45,32,31
209052,49,40,46
209053,47,28,28
